Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
79460,How Sex Changed: A History of Transsexuality in the United States,1:10,363,4:167,total:447,1,4,Harvard University Press,28,2004,,Joanne J. Meyerowitz,3.9699999999999998,2:14,5:150,0674013794,3:106
79461,The Subordinated Sex: A History of Attitudes Toward Women,1:0,384,4:5,total:13,10,9,University of Georgia Press,2,2004,,Vern L. Bullough,3.38,2:2,5:1,0820323691,3:5
79462,Science in the Bedroom: A History of Sex Research,1:0,384,4:11,total:20,19,5,Basic Books,1,1995,,Vern L. Bullough,3.8,2:1,5:3,0465072593,3:5
79463,"Chopin at the Boundaries: Sex, History, and Musical Genre",1:0,320,4:6,total:10,21,1,Harvard University Press,1,1998,,Jeffrey Kallberg,4.2,2:0,5:3,0674127919,3:1
79465,Tales of Woodsman Pete,1:9,73,4:165,total:458,27,6,Top Shelf Productions,60,2006,,Lilli Carré,3.76,2:29,5:114,1891830848,3:141
79469,Learn to Play Electric Guitar,1:1,48,4:0,total:3,1,8,Usborne Books,0,1997,eng,Caroline Hooper,2.67,2:1,5:1,0746024142,3:0
79472,The Guitar Handbook,1:5,256,4:125,total:405,20,10,Knopf,29,1992,,Ralph Denyer,4.31,2:10,5:212,0679742751,3:53
79476,Learn to Play Guitar,1:0,64,4:2,total:6,1,11,Educational Development Corporation,1,1988,,Louisa Somerville,3.0,2:2,5:0,0746001932,3:2
79477,The Guitar Amp Handbook: Understanding Tube Amplifiers and Getting Great Sounds,1:2,240,4:43,total:112,1,10,Backbeat Books,7,2005,,Dave Hunter,4.12,2:3,5:45,087930863X,3:19
79478,The Billboard Illustrated Complete Guitar Handbook,1:0,416,4:2,total:3,1,10,Billboard Books,1,2005,,Micheal Leonar,4.33,2:0,5:1,0823082636,3:0
79484,Through a Glass Darkly (Tamworth Saga #2),1:246,674,4:3592,total:10289,1,5,Sourcebooks Landmark,705,2003,en-US,Karleen Koen,3.96,2:623,5:3702,1402200447,3:2126
79485,Through a Glass Darkly: Reflections on Personal Identity in Early America,1:0,480,4:7,total:11,22,9,Omohundro Institute and University of North Carolina Press,1,1997,,Ronald Hoffman,4.0,2:0,5:2,0807846449,3:2
79486,Through a Glass Darkly: Bernard Lonergan & Richard Rorty on Knowing Without a God's-Eye View,1:0,238,4:2,total:3,19,11,Marquette University Press,0,2007,,R.J. Snell,4.33,2:0,5:1,0874626684,3:0
79487,Now through a Glass Darkly: Specular Images of Being and Knowing from Virgil to Chaucer,1:0,364,4:1,total:1,8,2,University of Michigan Press,0,1991,,Edward Peter Nolan,4.0,2:0,5:0,0472101706,3:0
79488,Through a Glass Darkly: A Spiritual Psychology of Faith,1:0,155,4:0,total:1,1,9,Crossroad Publishing Company,0,1995,,Mary Jo Meadow,3.0,2:0,5:0,0824515102,3:1
79493,"La Princesse des barbares (Donjon Zénith, #3)",1:2,47,4:93,total:195,1,1,Delcourt,5,2000,fre,Joann Sfar,4.08,2:5,5:63,2840553139,3:32
79494,"Un donjon de trop (Donjon Parade, #1)",1:0,32,4:40,total:94,1,9,Delcourt,3,2000,fre,Joann Sfar,3.88,2:3,5:23,2840555727,3:28
79499,Dungeon Master's Guide II (Dungeons & Dragons Edition 3.5),1:12,285,4:95,total:405,31,7,Wizards of the Coast,9,2005,eng,Jesse Decker,3.5300000000000002,2:55,5:99,0786936878,3:144
79503,Bouchon,1:79,360,4:971,total:3298,15,11,Artisan,48,2004,,Thomas Keller,4.22,2:129,5:1669,1579652395,3:450
79504,The Complete Keller: The French Laundry Cookbook  Bouchon,1:1,696,4:38,total:156,30,9,Artisan,5,2006,,Thomas Keller,4.55,2:2,5:104,157965293X,3:11
79509,Le bouchon de cristal,1:5,283,4:284,total:744,1,3,Le Livre de Poche,3,2010,fre,Maurice Leblanc,3.9699999999999998,2:39,5:242,2253003875,3:174
79510,Intelligent Systems for Information Processing: From Representation to Applications,1:0,488,4:0,total:0,7,11,JAI Press,0,2003,,B. Bouchon-Meunier,0.0,2:0,5:0,0444513795,3:0
79513,The Eck-Vidya: Ancient Science of Prophecy,1:2,214,4:16,total:83,1,7,Eckankar,2,1997,,Paul Twitchell,4.24,2:7,5:49,1570430306,3:9
79514,Herbs: The Magic Healers,1:3,263,4:13,total:63,15,10,Eckankar,5,2006,,Paul Twitchell,3.9699999999999998,2:8,5:31,1570432260,3:8
79519,The LeRoi Jones/Amiri Baraka Reader,1:1,624,4:119,total:313,22,11,Basic Books,10,1999,,Amiri Baraka,4.26,2:5,5:141,1560252383,3:47
79520,Tales of the Out and the Gone,1:5,221,4:39,total:117,1,12,Akashic Books,20,2009,,Amiri Baraka,3.52,2:10,5:21,1933354127,3:42
79521,"Transbluesency: Selected Poems, 1961-1995",1:1,271,4:112,total:276,1,10,Marsilio Publishers,9,1995,eng,Amiri Baraka,4.19,2:9,5:114,1568860145,3:40
79523,The Fiction of Leroi Jones/Amiri Baraka,1:0,462,4:12,total:30,1,3,Lawrence Hill Books,1,2000,,Amiri Baraka,4.43,2:1,5:16,155652353X,3:1
79524,The Poetry and Poetics of Amiri Baraka: The Jazz Aesthetic,1:0,174,4:1,total:3,31,12,University of Missouri Press,0,1985,,William J. Harris,4.0,2:0,5:1,082620483X,3:1
79525,Amiri Baraka: The Politics and Art of a Black Intellectual,1:0,577,4:3,total:8,1,8,New York University Press,0,2001,,Jerry G. Watts,3.38,2:2,5:1,0814793738,3:2
79528,Dutchman & The Slave,1:43,96,4:778,total:2157,1,1,Harper Perennial,99,1971,,Amiri Baraka,3.7800000000000002,2:171,5:579,0688210848,3:586
79529,A Nation within a Nation: Amiri Baraka (LeRoi Jones) and Black Power Politics,1:0,400,4:15,total:41,22,2,University of North Carolina Press,1,1999,,Komozi Woodard,3.59,2:5,5:7,0807847615,3:14
79533,The Rough Guide to Reggae (Rough Guide Music Guides),1:1,484,4:42,total:112,27,9,Rough Guides,8,2004,eng,Steve Barrow,4.31,2:3,5:55,1843533294,3:11
79534,Reggae: 100 Essential CDs (The Rough Guide),1:0,208,4:5,total:14,1,11,Rough Guides,0,1999,eng,Steve Barrow,4.07,2:0,5:5,1858285674,3:4
79538,"Chewing Gum in Church: A ""Yikes"" Collection",1:4,91,4:12,total:42,17,8,Fantagraphics,5,2006,,Steven Weissman,3.21,2:9,5:7,1560977361,3:10
79539,White Flower Day,1:7,136,4:12,total:39,1,1,Fantagraphics Books,10,2003,,Steven Weissman,3.15,2:4,5:6,1560975148,3:10
79540,The Kid Firechief,1:0,96,4:12,total:22,17,8,Fantagraphics,3,2004,,Steven Weissman,3.73,2:2,5:3,1560975962,3:5
79541,Champs,1:0,96,4:9,total:28,17,1,Fantagraphics,1,1999,,Steven Weissman,3.93,2:1,5:9,1560973722,3:9
79543,Don't Call Me Stupid!,1:0,96,4:13,total:33,18,11,Fantagraphics Books,2,2001,,Steven Weissman,3.94,2:2,5:10,1560974311,3:8
79545,"The Book About Moomin, Mymble and Little My",1:8,28,4:524,total:1709,4,10,Sort of Books,59,2001,eng,Tove Jansson,4.37,2:39,5:936,0953522741,3:202
79546,Who Will Comfort Toffle?,1:15,28,4:683,total:2252,2,10,Sort of Books,4,2003,eng,Tove Jansson,4.43,2:35,5:1304,0953522792,3:215
79547,"Moominvalley in November (The Moomins, #9)",1:25,176,4:1891,total:5706,15,9,"Farrar, Straus and Giroux (BYR)",169,2003,,Tove Jansson,4.31,2:147,5:2888,0374453098,3:755
79548,"Moomin: The Complete Tove Jansson Comic Strip, Vol. 1",1:22,95,4:1343,total:4208,14,11,Drawn and Quarterly,234,2006,eng,Tove Jansson,4.35,2:84,5:2241,1894937805,3:518
79549,"Finn Family Moomintroll (The Moomins, #3)",1:90,176,4:3758,total:10999,1,9,Farrar Straus Giroux,335,1990,en-US,Tove Jansson,4.3,2:227,5:5483,0374423075,3:1441
79550,The Summer Book,1:169,172,4:6536,total:17504,29,5,Sort of Books,1375,2003,eng,Tove Jansson,4.08,2:801,5:6768,0954221710,3:3230
79551,"Moominpappa at Sea (The Moomins, #8)",1:30,228,4:2187,total:6304,1,10,"Farrar, Straus and Giroux (BYR)",126,1993,eng,Tove Jansson,4.28,2:146,5:3031,0374453063,3:910
79552,"Tales from Moominvalley (The Moomins, #7)",1:23,192,4:2073,total:5746,6,11,"Farrar, Straus and Giroux (BYR)",131,1995,,Tove Jansson,4.31,2:103,5:2797,0374474133,3:750
79557,"Understanding Milan Kundera: Public Events, Private Affairs",1:0,256,4:5,total:17,1,2,University of South Carolina Press,0,1993,,Fred Misurella,4.24,2:0,5:8,0872498530,3:4
79559,Bricks and Brownstone: The New York Row House 1783-1929,1:0,352,4:21,total:33,8,11,Rizzoli,3,2003,eng,Charles Lockwood,4.18,2:0,5:9,0847825221,3:3
79561,The Boys in the Brownstone,1:1,261,4:11,total:36,31,5,Haworth Press,3,2005,,Kevin Scott,3.2800000000000002,2:3,5:2,1560232951,3:19
79562,"The Brownstone  (The Brownstone, #1)",1:9,332,4:34,total:114,2,11,Pocket Books,12,1982,eng,Ken Eulo,3.3,2:18,5:18,0671460900,3:35
79566,The Sources of Modern Architecture and Design,1:1,216,4:24,total:69,17,2,Thames  Hudson,4,1985,eng,Nikolaus Pevsner,3.77,2:3,5:17,0500200726,3:24
79567,"The Formal Basis of Modern Architecture Dissertation 1963, Facsimile",1:0,384,4:8,total:25,1,10,Lars Muller Publishers,1,2006,,Peter Eisenman,4.32,2:1,5:13,3037780711,3:3
79568,Modern Architecture and Design: An Alternative History,1:0,256,4:1,total:3,11,4,MIT Press (MA),0,1985,,Bill Risebero,4.0,2:0,5:1,0262680467,3:1
79569,The Oral History of Modern Architecture: Interviews with the Greatest Architects of the Twentieth Century,1:0,320,4:2,total:2,1,10,ABRAMS,0,1994,,John Peter,4.0,2:0,5:0,0810936690,3:0
79570,Unix Systems for Modern Architectures: Symmetric Multiprocessing and Caching for Kernel Programmers,1:0,424,4:5,total:26,10,7,Addison-Wesley Professional,3,1994,,Curt Schimmel,4.5,2:2,5:18,0201633388,3:1
79571,Pueblo Architecture and Modern Adobes:  The Residential Designs of William Lumpkins: The Residential Designs of William Lumpkins,1:0,144,4:0,total:3,1,9,Museum of New Mexico Press,0,1998,,Joseph Traugott,2.67,2:1,5:0,0890133670,3:2
79572,The Evolution of 20th Century Architecture: A Synoptic Account,1:0,159,4:4,total:7,1,11,Springer,1,2007,,Kenneth Frampton,4.14,2:0,5:2,3211311955,3:1
79573,Le Corbusier,1:0,240,4:7,total:24,1,10,Thames & Hudson,1,2016,,Kenneth Frampton,3.88,2:0,5:7,0500203415,3:10
79574,Studies in Tectonic Culture: The Poetics of Construction in Nineteenth and Twentieth Century Architecture,1:0,448,4:37,total:135,24,8,MIT Press,0,2001,,Kenneth Frampton,4.21,2:10,5:68,0262561492,3:20
79575,"Labour, Work and Architecture",1:1,352,4:7,total:18,24,6,Phaidon Press,0,2002,,Kenneth Frampton,3.94,2:0,5:6,0714840807,3:4
79576,Modern Architecture: A Critical History,1:29,360,4:605,total:1664,1,2,Thames & Hudson,1,1988,,Kenneth Frampton,4.03,2:79,5:625,050020201X,3:326
79577,Modern Architecture 1851-1945,1:0,465,4:1,total:1,15,11,Rizzoli,0,1983,,Kenneth Frampton,4.0,2:0,5:0,0847805069,3:0
79578,Hariri & Hariri: Work in Progress,1:0,208,4:0,total:0,1,1,Monacelli,0,2000,,Kenneth Frampton,0.0,2:0,5:0,158093062X,3:0
79579,Did I Ever Tell You How Lucky You Are?,1:45,47,4:1369,total:4700,12,9,New York: Random House,274,1973,en-US,Dr. Seuss,4.15,2:195,5:2165,0394827198,3:926
79580,Dr. Seuss's ABC,1:830,63,4:10050,total:39883,1,5,HarperCollins Publishers,12,2003,eng,Dr. Seuss,4.08,2:2283,5:18569,0007158483,3:8151
79584,The Best Life Diet Daily Journal,1:43,216,4:352,total:1169,26,12,Simon & Schuster,0,2006,,Bob Greene,3.51,2:117,5:222,1416543147,3:435
79585,Bob Greene's Total Body Makeover,1:7,272,4:44,total:150,2,1,Simon  Schuster,8,2006,,Bob Greene,3.39,2:18,5:23,0743254066,3:58
79586,Greene & Greene: Design Elements for the Workshop,1:0,128,4:16,total:49,1,4,Linden Publishing,2,2006,,Darrell Peart,4.2,2:1,5:22,0941936961,3:10
79587,Greene and Greene: Masterworks,1:0,240,4:26,total:68,1,8,Chronicle Books,4,1998,,Bruce Smith,4.32,2:0,5:32,0811818780,3:10
79588,The Get with the Program! Guide to Good Eating: Great Food for Good Health,1:4,240,4:4,total:37,2,1,Simon  Schuster,7,2003,,Bob Greene,3.03,2:3,5:4,0743243102,3:22
79589,The Call of the Wild,1:8,176,4:49,total:123,2,3,Puffin Graphics,25,2006,eng,Neil Kleid,3.58,2:12,5:25,014240571X,3:29
79591,Secrets of a Gay Marine Porn Star,1:4,480,4:55,total:154,7,6,Kensington,19,2005,eng,Rich Merritt,4.02,2:10,5:60,0758209681,3:25
79595,"King of Rock: Respect, Responsibility, and My Life with Run-DMC",1:1,224,4:7,total:20,20,4,Thomas Dunne Books,1,2001,en-US,Darryl McDaniels,3.5,2:3,5:4,0312262582,3:5
79596,Run-DMC,1:0,104,4:1,total:2,1,7,Chelsea House Publications,0,2007,,Louise Chipley Slavicek,4.5,2:0,5:1,0791094995,3:0
79604,The Mammoth Book of Unsolved Crime: The Biggest and Best Collection of Unsolved Murder and Mystery Cases,1:4,512,4:29,total:117,15,11,Running Press,6,2005,,Roger Wilkes,3.55,2:17,5:30,0786716053,3:37
79605,The Encyclopedia of Unsolved Crimes,1:2,340,4:33,total:90,1,7,Checkmark Books,6,2004,,Michael Newton,3.81,2:6,5:25,0816049815,3:24
79606,Unsolved Crimes: The Top Ten Unsolved Murders of the 20th Century,1:2,288,4:3,total:14,5,3,Running Press,2,2002,,Kirk Wilson,3.21,2:2,5:3,0786710225,3:4
79607,Unsolved Crimes (True Crime Series),1:1,192,4:13,total:42,1,6,Time Life,2,1993,,Laura Foreman,3.38,2:5,5:5,0783500130,3:18
79608,Final Confession: The Unsolved Crimes of Phil Cresta,1:2,239,4:19,total:53,27,10,University Press of New England,2,2000,,Brian P. Wallace,3.79,2:3,5:15,155553449X,3:14
79613,"Critical Essays on Milan Kundera: Milan Kundera (B. April 1, 1929)",1:0,293,4:0,total:2,12,3,Twayne Publishers,1,1999,,Peter Petro,3.0,2:0,5:0,0783884648,3:2
79614,Wine Spectator's Ultimate Buying Guide,1:0,1132,4:2,total:4,2,11,Running Press,0,2004,,Wine Spectator,3.75,2:1,5:1,0762419776,3:0
79616,Wine Spectator's: The Essentials Of Wine,1:0,224,4:5,total:15,2,5,Running Press,1,2000,,Harvey Steiman,3.4,2:1,5:1,1881659615,3:8
79618,Wine Spectator's Complete Wine Tasting Kit,1:0,320,4:0,total:0,17,10,Running Press,0,2001,,Harvey Steiman,0.0,2:0,5:0,0762410779,3:0
79619,Wine Spectator's Pocket Guide To Wine,1:0,64,4:4,total:11,12,10,Running Press,2,2004,,Wine Spectator,3.36,2:2,5:1,0762421886,3:4
79622,Wine Spectator's Ultimate Wine Tasting Kit,1:0,82,4:0,total:1,29,9,Running Press Book Publishers,0,2004,,Harvey Steiman,3.0,2:0,5:0,0762419784,3:1
79624,Gogol,1:0,224,4:0,total:2,28,2,Duke University Press Books,1,1989,,Vasily Gippius,4.0,2:0,5:1,0822309076,3:1
79625,Plays and Petersburg Tales,1:4,400,4:162,total:471,10,6,Oxford University Press,10,1999,eng,Nikolai Gogol,4.29,2:11,5:232,0192835521,3:62
79626,D'Aulaires' Book of Greek Myths,1:110,192,4:4624,total:16163,1,3,Delacorte Press,861,1992,en-US,Ingri d'Aulaire,4.4,2:269,5:9277,0440406943,3:1883
79627,Greek Myths For Young Children (Usborne Gift Book),1:19,128,4:441,total:1411,1,1,Usborne Books,28,1999,eng,Heather Amery,4.17,2:54,5:653,0746037252,3:244
79628,Favorite Greek Myths,1:9,96,4:273,total:845,1,5,Scholastic Press,60,1989,en-US,Mary Pope Osborne,4.02,2:45,5:326,0590413384,3:192
79629,A Literature Unit for D'Aulaires' Book of Greek Myths by Ingri & Edgar Parin d'Aulaire,1:0,48,4:1,total:9,1,4,Teacher Created Resources,0,1993,,Cynthia Ross,3.7800000000000002,2:0,5:3,155734423X,3:5
79630,Greek Myths,1:10,272,4:174,total:508,29,10,HMH Books for Young Readers,32,2001,,Olivia E. Coolidge,3.74,2:35,5:129,0618154256,3:160
79634,"Missouri Madhouse (American Chillers, #10)",1:10,215,4:75,total:337,1,6,AudioCraft Press,26,2003,eng,Johnathan Rand,3.99,2:18,5:148,1893699501,3:86
79635,"Wisconsin Werewolves (American Chillers, #7)",1:17,208,4:150,total:627,1,6,Audio Craft Press,33,2003,eng,Johnathan Rand,4.15,2:32,5:318,,3:110
79639,"Ogres of Ohio (American Chillers, #2)",1:18,213,4:114,total:508,1,9,Audio Craft Press,23,2002,eng,Johnathan Rand,3.89,2:45,5:209,1893699218,3:122
79643,"Terrible Tractors of Texas (American Chillers, #5)",1:8,208,4:60,total:288,1,9,Audio Craft Press,12,2002,eng,Johnathan Rand,3.87,2:35,5:121,,3:64
79644,Johann Sebastian Bach: The Learned Musician,1:12,640,4:260,total:873,17,9,W. W. Norton  Company,51,2001,eng,Christoph Wolff,4.25,2:25,5:438,0393322564,3:138
79645,The Seagull Reader: Literature,1:0,1243,4:12,total:29,1,12,W. W. Norton & Company,1,2004,,Joseph Kelly,3.69,2:2,5:5,039392677X,3:10
79648,The Seagull Reader: Essays,1:1,320,4:24,total:79,22,12,W. W. Norton & Company,1,2005,,Joseph Kelly,3.76,2:4,5:21,0393976327,3:29
79649,The Seagull,1:376,65,4:8250,total:22723,25,4,Bloomsbury Methuen Drama,425,2002,eng,Anton Chekhov,3.92,2:1364,5:7411,0413771008,3:5322
79651,Wrestlers Are Like Seagulls: From McMahon to McMahon,1:0,357,4:54,total:122,31,12,Crowbar Press,5,2005,,James J. Dillon,4.09,2:3,5:41,0974554529,3:24
79652,Five Plays: Ivanov / The Seagull / Uncle Vanya / The Three Sisters / The Cherry Orchard,1:73,336,4:1942,total:5738,9,7,"Oxford University Press, USA",66,1998,eng,Anton Chekhov,4.18,2:219,5:2602,0192834126,3:902
79653,Tristram Shandy; and A Sentimental Journey,1:19,832,4:58,total:248,10,2,Modern Library,25,1995,,Laurence Sterne,3.66,2:28,5:86,0679600914,3:57
79664,Chrysalis: Maria Sibylla Merian and the Secrets of Metamorphosis,1:4,328,4:150,total:336,8,1,Houghton Mifflin Harcourt,66,2007,,Kim Todd,3.85,2:20,5:82,0151011087,3:80
79665,"The Sorcerer: Metamorphosis (Camulod Chronicles, #6)",1:13,512,4:1364,total:3648,15,6,Tor Books,66,2000,en-US,Jack Whyte,4.25,2:70,5:1647,0812544196,3:554
79667,Justin Morgan Had a Horse,1:71,176,4:2512,total:7442,1,10,Aladdin,170,2002,eng,Marguerite Henry,4.04,2:236,5:2785,0689852797,3:1838
79669,The Rector of Justin,1:11,352,4:287,total:697,10,7,Mariner Books,78,2002,en-US,Louis Auchincloss,3.87,2:36,5:190,0618224890,3:173
79670,Mary and O'Neil,1:35,256,4:1090,total:2764,29,1,Dial Press Trade Paperback,312,2002,eng,Justin Cronin,3.89,2:154,5:792,0385333595,3:693
79671,The Justin Wilson Cookbook,1:0,89,4:12,total:32,31,1,Pelican Publishing Company,1,1975,,Justin Wilson,4.38,2:0,5:16,0882890190,3:4
79672,Bush on the Couch: Inside the Mind of the President,1:8,288,4:84,total:251,5,7,Harper Perennial,28,2005,,Justin A. Frank,3.63,2:22,5:56,0060736712,3:81
79673,The Summer Guest,1:51,369,4:2332,total:5236,31,5,Dial Press,604,2005,eng,Justin Cronin,3.9699999999999998,2:194,5:1523,0385335822,3:1136
79677,The Jolly Christmas Postman,1:34,32,4:785,total:3465,1,9,LB Kids,15,2001,,Janet Ahlberg,4.48,2:60,5:2240,0316127159,3:346
79678,Technopoly: The Surrender of Culture to Technology,1:68,222,4:1213,total:3215,31,3,Vintage,274,1993,eng,Neil Postman,3.9,2:201,5:1001,0679745408,3:732
79679,The Disappearance of Childhood,1:25,192,4:504,total:1278,2,8,Vintage,131,1994,eng,Neil Postman,3.9699999999999998,2:48,5:419,0679751661,3:282
79680,Building a Bridge to the 18th Century: How the Past Can Improve Our Future,1:7,224,4:219,total:504,10,10,Vintage,48,2000,eng,Neil Postman,3.86,2:26,5:127,0375701273,3:125
79681,Teaching as a Subversive Activity,1:16,240,4:369,total:1100,15,7,Delta,74,1971,eng,Neil Postman,4.22,2:32,5:516,0385290098,3:167
79682,The Jolly Pocket Postman,1:1,52,4:138,total:517,30,9,Puffin,0,1999,eng,Janet Ahlberg,4.55,2:4,5:335,0670886262,3:39
79683,Transforming Your Temperament,1:3,512,4:27,total:63,31,3,Thomas Nelson,2,2005,,Tim LaHaye,3.89,2:3,5:19,088486040X,3:11
79684,Charting the End Times: A Visual Guide to Understanding Bible Prophecy,1:12,124,4:54,total:208,1,9,Harvest House Publishers,10,2001,,Tim LaHaye,3.96,2:13,5:91,0736901388,3:38
79685,Revelation Unveiled,1:29,378,4:162,total:565,6,6,Zondervan Academic,30,1999,eng,Tim LaHaye,3.96,2:34,5:237,0310230055,3:103
79686,"The Europa Conspiracy (Babylon Rising, #3)",1:30,368,4:710,total:2342,25,7,Bantam,53,2006,eng,Tim LaHaye,4.24,2:56,5:1155,0553384007,3:391
79687,Jesus and the Hope of His Coming,1:1,139,4:4,total:7,1,1,Harvest House Publishers,0,2004,,Tim LaHaye,3.86,2:0,5:2,0736912444,3:0
79689,"I Love You, But Why Are We So Different?: Making the Most of Personality Differences in Your Marriage",1:6,304,4:12,total:42,1,12,Harvest House Publishers,2,2005,eng,Tim LaHaye,3.52,2:2,5:12,0736908277,3:10
79690,Why You Act the Way You Do,1:27,368,4:227,total:702,26,5,Tyndale Momentum,47,1988,eng,Tim LaHaye,4.01,2:51,5:292,0842382127,3:105
79692,Understand Your Man: Secrets of the Male Temperament,1:7,303,4:25,total:70,1,5,Fleming H. Revell Company,2,2006,eng,Tim LaHaye,3.66,2:1,5:18,080078748X,3:19
79693,Soul Harvest: The World Takes Sides,1:719,448,4:9574,total:29991,23,1,Turtleback Books,0,1999,,Tim LaHaye,3.9699999999999998,2:1726,5:11287,0613234898,3:6685
79694,El Surgimiento / The Rising: Nace El Anticristo / Antichrist is Born (Cuenta Regresiva Del Rapto / Left Behind - Related Products),1:428,400,4:3879,total:15135,5,10,Tyndale House Publishers,0,2005,,Tim LaHaye,4.2,2:638,5:7865,1414308965,3:2325
79695,"All the Rave (Soul Survivor, #2)",1:4,144,4:9,total:38,2,2,Thomas Nelson,1,2002,eng,Tim LaHaye,3.66,2:2,5:13,0849943205,3:10
79697,The Act of Marriage: The Beauty of Sexual Love,1:73,400,4:680,total:2227,3,3,Zondervan,117,1998,eng,Tim LaHaye,4.0,2:113,5:905,0310212006,3:456
79701,The Truth Behind Left Behind: A Biblical View of the End Times,1:5,220,4:12,total:38,8,3,Multnomah,1,2004,eng,Mark Hitchcock,3.63,2:2,5:12,1590523660,3:7
79705,"Apollyon (Left Behind, #5)",1:668,480,4:9014,total:28020,1,2,Thorndike Press,377,2001,eng,Tim LaHaye,3.98,2:1582,5:10665,0786229071,3:6091
79707,The Power of the Cross,1:2,256,4:11,total:21,1,1,Multnomah,1,1998,,Tim LaHaye,3.81,2:0,5:5,1576732126,3:3
79708,How to Study the Bible for Yourself,1:7,192,4:78,total:279,1,8,Harvest House Publishers,16,2006,,Tim LaHaye,4.11,2:7,5:127,0736916962,3:60
79709,Brown Face Big Master,1:1,180,4:9,total:19,1,5,MacMillan Caribbean,6,2004,,Joyce Gladwell,3.74,2:1,5:4,0333974301,3:4
79710,Rapture Under Attack: Will Christians Escape the Tribulation?,1:9,256,4:13,total:58,1,9,Multnomah,1,1998,,Tim LaHaye,3.47,2:4,5:18,1576733912,3:14
